date,corridor,rate
2025-10-15,USD/MXN,17.446222261889034
2025-10-16,USD/MXN,17.278694818251665
2025-10-17,USD/MXN,18.014671960649974
2025-10-18,USD/MXN,17.511843686802898
2025-10-19,USD/MXN,17.502785858382587
2025-10-20,USD/MXN,17.495174982578
2025-10-21,USD/MXN,17.539616952153573
2025-10-22,USD/MXN,17.471127917615213
2025-10-23,USD/MXN,17.38526759862395
2025-10-24,USD/MXN,17.39062821175192
2025-10-25,USD/MXN,17.4934493459568
2025-10-26,USD/MXN,17.391315045773247
2025-10-27,USD/MXN,17.357430843464567
2025-10-28,USD/MXN,17.52128604553838
2025-10-29,USD/MXN,17.449004556515828
2025-10-30,USD/MXN,17.800798597716536
2025-10-31,USD/MXN,16.969806038321398
2025-11-01,USD/MXN,17.71830137038449
2025-11-02,USD/MXN,17.749217038499527
2025-11-03,USD/MXN,17.08532195351837
2025-11-04,USD/MXN,17.43146248118393
2025-11-05,USD/MXN,17.425711826800843
2025-11-06,USD/MXN,17.218497661056436
2025-11-07,USD/MXN,17.344436662481826
2025-11-08,USD/MXN,17.277884830906835
2025-11-09,USD/MXN,17.850454088684724
2025-11-10,USD/MXN,17.68713567862949
2025-11-11,USD/MXN,17.75431101899883
2025-11-12,USD/MXN,17.644334412808647
2025-11-13,USD/MXN,17.274189645756554
2025-11-14,USD/MXN,17.395095946744046
2025-11-15,USD/MXN,17.597874912245583
2025-11-16,USD/MXN,17.25557443822161
2025-11-17,USD/MXN,17.642599686034476
2025-11-18,USD/MXN,17.451934920368373
2025-11-19,USD/MXN,17.425035838490082
2025-11-20,USD/MXN,17.642191993640697
2025-11-21,USD/MXN,17.588852662297207
2025-11-22,USD/MXN,17.427806766836184
2025-11-23,USD/MXN,17.73186596067285
2025-11-24,USD/MXN,17.28378733448002
2025-11-25,USD/MXN,17.623187121388852
2025-11-26,USD/MXN,17.618620251593676
2025-11-27,USD/MXN,17.438090712137203
2025-11-28,USD/MXN,17.565226604448423
2025-11-29,USD/MXN,17.24977728472294
2025-11-30,USD/MXN,17.68480540384138
2025-12-01,USD/MXN,17.463019572711403
2025-12-02,USD/MXN,17.395455395896192
2025-12-03,USD/MXN,17.709801845167377
2025-12-04,USD/MXN,17.35913126189145
2025-12-05,USD/MXN,17.218307740727287
2025-12-06,USD/MXN,17.188674165295218
2025-12-07,USD/MXN,17.621201990269128
2025-12-08,USD/MXN,17.243914129500745
2025-12-09,USD/MXN,17.850958836396874
2025-12-10,USD/MXN,17.083614118423256
2025-12-11,USD/MXN,17.83929127365801
2025-12-12,USD/MXN,17.542203493440525
2025-12-13,USD/MXN,17.48065737762592
2025-12-14,USD/MXN,17.39101618263821
2025-12-15,USD/MXN,17.579827222870414
2025-12-16,USD/MXN,17.49247305951503
2025-12-17,USD/MXN,17.720660376403305
2025-12-18,USD/MXN,17.522845529732407
2025-12-19,USD/MXN,17.530060352292377
2025-12-20,USD/MXN,17.42727755755723
2025-12-21,USD/MXN,17.488610875255787
2025-12-22,USD/MXN,17.56156035377841
2025-12-23,USD/MXN,17.157966321468674
2025-12-24,USD/MXN,17.23036291557886
2025-12-25,USD/MXN,17.648652818804543
2025-12-26,USD/MXN,17.53417308762559
2025-12-27,USD/MXN,17.463203332729464
2025-12-28,USD/MXN,17.503686786613077
2025-12-29,USD/MXN,17.569516341072333
2025-12-30,USD/MXN,17.392048063938127
2025-12-31,USD/MXN,17.344339054919537
2025-01-01,USD/PHP,56.039169051019535
2025-01-02,USD/PHP,55.804325444476994
2025-01-03,USD/PHP,56.08165055114289
2025-01-04,USD/PHP,55.65948327915243
2025-01-05,USD/PHP,56.20583112746513
2025-01-06,USD/PHP,56.09451949648261
2025-01-07,USD/PHP,56.05120594686277
2025-01-08,USD/PHP,56.196538196789106
2025-01-09,USD/PHP,56.33309488889252
2025-01-10,USD/PHP,56.20287401300362
2025-01-11,USD/PHP,55.63182515373367
2025-01-12,USD/PHP,55.74408460665286
2025-01-13,USD/PHP,55.87503628446086
2025-01-14,USD/PHP,56.005218210042166
2025-01-15,USD/PHP,56.10353180409383
2025-01-16,USD/PHP,55.85485123736931
2025-01-17,USD/PHP,56.037353352895416
2025-01-18,USD/PHP,55.848923413529334
2025-01-19,USD/PHP,55.87769643940161
2025-01-20,USD/PHP,55.718667780630355
2025-01-21,USD/PHP,55.81535335077782
2025-01-22,USD/PHP,55.72966307887673
2025-01-23,USD/PHP,55.80482534940453
2025-01-24,USD/PHP,56.21072835932157
2025-01-25,USD/PHP,55.810120222233614
2025-01-26,USD/PHP,56.526476412967476
2025-01-27,USD/PHP,56.09866358017618
2025-01-28,USD/PHP,56.03696722473897
2025-01-29,USD/PHP,55.828328443963755
2025-01-30,USD/PHP,56.1400619758818
2025-01-31,USD/PHP,55.884872434752445
2025-02-01,USD/PHP,56.02440196292907
2025-02-02,USD/PHP,56.51201690765376
2025-02-03,USD/PHP,55.98078802005507
2025-02-04,USD/PHP,56.229854665257136
2025-02-05,USD/PHP,55.859364714974824
2025-02-06,USD/PHP,55.99300230190061
2025-02-07,USD/PHP,56.3541601271271
2025-02-08,USD/PHP,55.87460658844245
2025-02-09,USD/PHP,56.36248971159939
2025-02-10,USD/PHP,56.141550387091094
2025-02-11,USD/PHP,55.887506644821144
2025-02-12,USD/PHP,56.1264815478111
2025-02-13,USD/PHP,56.19451088992535
2025-02-14,USD/PHP,56.12436199244344
2025-02-15,USD/PHP,55.68595505602191
2025-02-16,USD/PHP,55.854572564835024
2025-02-17,USD/PHP,55.9504962728897
2025-02-18,USD/PHP,55.98511331417999
2025-02-19,USD/PHP,56.124134419510135
2025-02-20,USD/PHP,56.03554020018665
2025-02-21,USD/PHP,55.73293112825798
2025-02-22,USD/PHP,56.07603957020119
2025-02-23,USD/PHP,56.12211714905676
2025-02-24,USD/PHP,56.11195808958621
2025-02-25,USD/PHP,56.21615614511092
2025-02-26,USD/PHP,56.16678443090978
2025-02-27,USD/PHP,56.091836015845686
2025-02-28,USD/PHP,55.98596685770827
2025-03-01,USD/PHP,55.667807813296804
2025-03-02,USD/PHP,56.08592364382652
2025-03-03,USD/PHP,56.041537537432625
2025-03-04,USD/PHP,56.05431576743907
2025-03-05,USD/PHP,55.74465028483594
2025-03-06,USD/PHP,55.783788691918346
2025-03-07,USD/PHP,56.21063057066658
2025-03-08,USD/PHP,55.99208896922867
2025-03-09,USD/PHP,56.13630013947453
2025-03-10,USD/PHP,56.005663675226096
2025-03-11,USD/PHP,56.005951227899146
2025-03-12,USD/PHP,56.1876567611952
2025-03-13,USD/PHP,55.89679105435653
2025-03-14,USD/PHP,56.019224155388194
2025-03-15,USD/PHP,55.907544942258994
2025-03-16,USD/PHP,55.913100754513536
2025-03-17,USD/PHP,55.93816557530627
2025-03-18,USD/PHP,56.04442675432674
2025-03-19,USD/PHP,55.9042502756673
2025-03-20,USD/PHP,56.251151225114704
2025-03-21,USD/PHP,55.8210785395561
2025-03-22,USD/PHP,55.96262567116773
2025-03-23,USD/PHP,55.91205378834516
2025-03-24,USD/PHP,56.289395576870746
2025-03-25,USD/PHP,56.03931095530231
2025-03-26,USD/PHP,56.206368907893726
2025-03-27,USD/PHP,55.7028879253926
2025-03-28,USD/PHP,56.05341005317385
2025-03-29,USD/PHP,56.17792615912469
2025-03-30,USD/PHP,56.016456797855085
2025-03-31,USD/PHP,56.21309607501307
2025-04-01,USD/PHP,55.89654230997993
2025-04-02,USD/PHP,56.28186948803712
2025-04-03,USD/PHP,56.45977962472385
2025-04-04,USD/PHP,55.92743228791207
2025-04-05,USD/PHP,55.910899495719846
2025-04-06,USD/PHP,56.29067689542354
2025-04-07,USD/PHP,56.31591442914614
2025-04-08,USD/PHP,55.895427994569346
2025-04-09,USD/PHP,55.91596263658083
2025-04-10,USD/PHP,55.9436430782279
2025-04-11,USD/PHP,55.73110989779315
2025-04-12,USD/PHP,55.81626961070316
2025-04-13,USD/PHP,55.799171846649585
2025-04-14,USD/PHP,55.846440486979176
2025-04-15,USD/PHP,55.99306302252264
2025-04-16,USD/PHP,56.046842946507304
2025-04-17,USD/PHP,56.31010009856281
2025-04-18,USD/PHP,55.80032919185224
2025-04-19,USD/PHP,56.196864479695314
2025-04-20,USD/PHP,55.957202231154895
2025-04-21,USD/PHP,55.990107258069514
2025-04-22,USD/PHP,56.13496389843332
2025-04-23,USD/PHP,55.77545559568754
2025-04-24,USD/PHP,56.07648194923681
2025-04-25,USD/PHP,56.03329044164261
2025-04-26,USD/PHP,56.09849025280163
2025-04-27,USD/PHP,56.05783372878157
2025-04-28,USD/PHP,56.49106002798218
2025-04-29,USD/PHP,55.87245200314974
2025-04-30,USD/PHP,55.89380060899963
2025-05-01,USD/PHP,55.875371894715045
2025-05-02,USD/PHP,55.88890457616795
2025-05-03,USD/PHP,55.8725225745387
2025-05-04,USD/PHP,56.23780330622151
2025-05-05,USD/PHP,56.28410084959797
2025-05-06,USD/PHP,55.8858507412501
2025-05-07,USD/PHP,55.83352888537915
2025-05-08,USD/PHP,56.09428311127728
2025-05-09,USD/PHP,55.88955539114381
2025-05-10,USD/PHP,56.126586363551105
2025-05-11,USD/PHP,56.04058460417026
2025-05-12,USD/PHP,55.69685117700055
2025-05-13,USD/PHP,56.309501040266014
2025-05-14,USD/PHP,56.359175534619105
2025-05-15,USD/PHP,55.87744226190312
2025-05-16,USD/PHP,55.9224596880128
2025-05-17,USD/PHP,56.057173078144984
2025-05-18,USD/PHP,56.066891357997406
2025-05-19,USD/PHP,56.131708854534565
2025-05-20,USD/PHP,56.40204090775327
2025-05-21,USD/PHP,55.96461055450119
2025-05-22,USD/PHP,55.84034055109231
2025-05-23,USD/PHP,55.724136154397094
2025-05-24,USD/PHP,55.85381399201162
2025-05-25,USD/PHP,55.99337460542524
2025-05-26,USD/PHP,56.358911572703555
2025-05-27,USD/PHP,55.896477740192765
2025-05-28,USD/PHP,56.04475759032778
2025-05-29,USD/PHP,55.99671542078545
2025-05-30,USD/PHP,56.23767865468962
2025-05-31,USD/PHP,56.505386485174725
2025-06-01,USD/PHP,55.89382624541594
2025-06-02,USD/PHP,55.90211211149636
2025-06-03,USD/PHP,56.20883217541382
2025-06-04,USD/PHP,56.13637829792526
2025-06-05,USD/PHP,56.36934146514721
2025-06-06,USD/PHP,56.11678563706519
2025-06-07,USD/PHP,55.92814158184259
2025-06-08,USD/PHP,56.11813096613846
2025-06-09,USD/PHP,56.22174071611658
2025-06-10,USD/PHP,56.164096436239475
2025-06-11,USD/PHP,56.10145480622146
2025-06-12,USD/PHP,56.21333493791783
2025-06-13,USD/PHP,56.233859118089136
2025-06-14,USD/PHP,56.276431798207504
2025-06-15,USD/PHP,56.12974197751793
2025-06-16,USD/PHP,55.966576383936626
2025-06-17,USD/PHP,56.02934273728666
2025-06-18,USD/PHP,56.24130179330167
2025-06-19,USD/PHP,55.83661286580255
2025-06-20,USD/PHP,56.07373466177458
2025-06-21,USD/PHP,55.92133223753453
2025-06-22,USD/PHP,56.005748964586964
2025-06-23,USD/PHP,56.25569037252146
2025-06-24,USD/PHP,56.03821981360398
2025-06-25,USD/PHP,56.00928730963123
2025-06-26,USD/PHP,55.72802877180401
2025-06-27,USD/PHP,56.14925071320545
2025-06-28,USD/PHP,56.129096836228214
2025-06-29,USD/PHP,56.43265094466109
2025-06-30,USD/PHP,55.9384443530094
2025-07-01,USD/PHP,56.04383006553279
2025-07-02,USD/PHP,56.04987673674215
2025-07-03,USD/PHP,56.31549065595269
2025-07-04,USD/PHP,55.98094089352261
2025-07-05,USD/PHP,56.05580430515407
2025-07-06,USD/PHP,56.12157930194331
2025-07-07,USD/PHP,56.03732182463127
2025-07-08,USD/PHP,55.9107132770899
2025-07-09,USD/PHP,56.03881799857966
2025-07-10,USD/PHP,56.214726349971954
2025-07-11,USD/PHP,55.79469694011779
2025-07-12,USD/PHP,56.02659393482938
2025-07-13,USD/PHP,55.859975837012165
2025-07-14,USD/PHP,56.23900932578497
2025-07-15,USD/PHP,55.695362619043244
2025-07-16,USD/PHP,55.88821563054568
2025-07-17,USD/PHP,56.075442375012905
2025-07-18,USD/PHP,56.31310480584687
2025-07-19,USD/PHP,55.9868499477854
2025-07-20,USD/PHP,55.88896009466136
2025-07-21,USD/PHP,56.37623141388812
2025-07-22,USD/PHP,55.71039721991675
2025-07-23,USD/PHP,55.56023880867598
2025-07-24,USD/PHP,56.088002890010664
2025-07-25,USD/PHP,55.899589155129476
2025-07-26,USD/PHP,55.795753436573854
2025-07-27,USD/PHP,56.14167128945987
2025-07-28,USD/PHP,56.04876014275424
2025-07-29,USD/PHP,55.887184273852654
2025-07-30,USD/PHP,55.74393912026582
2025-07-31,USD/PHP,56.174491465656025
2025-08-01,USD/PHP,56.130040235591736
2025-08-02,USD/PHP,55.980164827244124
2025-08-03,USD/PHP,56.36932739920953
2025-08-04,USD/PHP,55.78598304673477
2025-08-05,USD/PHP,55.69489496581505
2025-08-06,USD/PHP,55.86161838602375
2025-08-07,USD/PHP,55.9908827967289
2025-08-08,USD/PHP,56.04866788986454
2025-08-09,USD/PHP,55.951752788428735
2025-08-10,USD/PHP,56.07041107930286
2025-08-11,USD/PHP,55.74969211516191
2025-08-12,USD/PHP,56.28875292081465
2025-08-13,USD/PHP,55.98356976432149
2025-08-14,USD/PHP,56.223459166317625
2025-08-15,USD/PHP,56.068545069275544
2025-08-16,USD/PHP,56.09135064383076
2025-08-17,USD/PHP,56.11395345604644
2025-08-18,USD/PHP,56.08954171200347
2025-08-19,USD/PHP,56.12854455197351
2025-08-20,USD/PHP,56.26583050602649
2025-08-21,USD/PHP,56.03930423394029
2025-08-22,USD/PHP,56.1418007515177
2025-08-23,USD/PHP,55.982052861142556
2025-08-24,USD/PHP,56.2880234430899
2025-08-25,USD/PHP,55.864721539588146
2025-08-26,USD/PHP,56.36018808658216
2025-08-27,USD/PHP,55.991968409871134
2025-08-28,USD/PHP,55.71384497957639
2025-08-29,USD/PHP,56.02562088298216
2025-08-30,USD/PHP,55.86378966850502
2025-08-31,USD/PHP,56.16812870979774
2025-09-01,USD/PHP,55.86947520413952
2025-09-02,USD/PHP,55.910763313357045
2025-09-03,USD/PHP,55.62209185381089
2025-09-04,USD/PHP,55.90953873615018
2025-09-05,USD/PHP,55.515224134674206
2025-09-06,USD/PHP,55.68321943530285
2025-09-07,USD/PHP,56.15208293122886
2025-09-08,USD/PHP,56.157160031730164
2025-09-09,USD/PHP,56.085091512356996
2025-09-10,USD/PHP,55.806604771374154
2025-09-11,USD/PHP,55.9904577287716
2025-09-12,USD/PHP,55.999279492181884
2025-09-13,USD/PHP,55.76832706216149
2025-09-14,USD/PHP,56.30067966035343
2025-09-15,USD/PHP,56.17547245811513
2025-09-16,USD/PHP,55.95580716523407
2025-09-17,USD/PHP,56.005377167798905
2025-09-18,USD/PHP,56.04167656158951
2025-09-19,USD/PHP,55.59165302631514
2025-09-20,USD/PHP,55.95056452349588
2025-09-21,USD/PHP,55.863603150400444
2025-09-22,USD/PHP,55.799675998021016
2025-09-23,USD/PHP,55.94377994142281
2025-09-24,USD/PHP,56.359537305369905
2025-09-25,USD/PHP,56.1281685722534
2025-09-26,USD/PHP,55.88576420204344
2025-09-27,USD/PHP,56.114516556271234
2025-09-28,USD/PHP,56.2798710873172
2025-09-29,USD/PHP,56.184926736582554
2025-09-30,USD/PHP,56.011926073984036
2025-10-01,USD/PHP,55.87061264445889
2025-10-02,USD/PHP,56.139644662722716
2025-10-03,USD/PHP,56.07869707708435
2025-10-04,USD/PHP,56.179038644005544
2025-10-05,USD/PHP,56.127034360336395
2025-10-06,USD/PHP,56.20991054306387
2025-10-07,USD/PHP,55.89295295768789
2025-10-08,USD/PHP,56.263478813126866
2025-10-09,USD/PHP,56.03951992093848
2025-10-10,USD/PHP,56.41505217452505
2025-10-11,USD/PHP,55.862162436382086
2025-10-12,USD/PHP,56.34719276063305
2025-10-13,USD/PHP,56.03958215669253
2025-10-14,USD/PHP,55.86971639927711
2025-10-15,USD/PHP,55.90322283318913
2025-10-16,USD/PHP,55.935930538361134
2025-10-17,USD/PHP,56.08483318928038
2025-10-18,USD/PHP,56.1045670976071
2025-10-19,USD/PHP,55.88525999921229
2025-10-20,USD/PHP,55.9951290815478
2025-10-21,USD/PHP,56.42845407172237
2025-10-22,USD/PHP,56.34550863402014
2025-10-23,USD/PHP,56.08726473393481
2025-10-24,USD/PHP,56.00760069563364
2025-10-25,USD/PHP,56.02400626534365
2025-10-26,USD/PHP,56.12270359454608
2025-10-27,USD/PHP,55.79544148696032
2025-10-28,USD/PHP,55.94852469251533
2025-10-29,USD/PHP,55.66628318522448
2025-10-30,USD/PHP,56.07984462452106
2025-10-31,USD/PHP,56.12943918794055
2025-11-01,USD/PHP,55.903362707540126
2025-11-02,USD/PHP,56.314797352658005
2025-11-03,USD/PHP,55.75484686739953
2025-11-04,USD/PHP,55.707125023958035
2025-11-05,USD/PHP,56.04489036371199
2025-11-06,USD/PHP,56.20941966052243
2025-11-07,USD/PHP,56.33678553829157
2025-11-08,USD/PHP,55.90822314742621
2025-11-09,USD/PHP,56.215736166686256
2025-11-10,USD/PHP,55.99229830609986
2025-11-11,USD/PHP,55.96547454001183
2025-11-12,USD/PHP,56.176731987497334
2025-11-13,USD/PHP,56.13046457568269
2025-11-14,USD/PHP,55.68472156860315
2025-11-15,USD/PHP,56.29530806994518
2025-11-16,USD/PHP,56.27601827082949
2025-11-17,USD/PHP,55.874887459698094
2025-11-18,USD/PHP,56.07916070668748
2025-11-19,USD/PHP,56.098806037256544
2025-11-20,USD/PHP,56.05213475316478
2025-11-21,USD/PHP,55.88993896923092
2025-11-22,USD/PHP,55.865675326412386
2025-11-23,USD/PHP,55.99488918580171
2025-11-24,USD/PHP,56.23454580385187
2025-11-25,USD/PHP,56.10872003091889
2025-11-26,USD/PHP,55.92587713358278
2025-11-27,USD/PHP,56.15433974212967
2025-11-28,USD/PHP,55.430291475873986
2025-11-29,USD/PHP,56.22975314007442
2025-11-30,USD/PHP,55.65205724424438
2025-12-01,USD/PHP,55.92751181171938
2025-12-02,USD/PHP,55.77606602107477
2025-12-03,USD/PHP,55.74106370485582
2025-12-04,USD/PHP,56.2321653574757
2025-12-05,USD/PHP,55.90645975973762
2025-12-06,USD/PHP,56.06930077634615
2025-12-07,USD/PHP,55.99061588422416
2025-12-08,USD/PHP,56.095408165444624
2025-12-09,USD/PHP,56.01536437821205
2025-12-10,USD/PHP,55.743401555162286
2025-12-11,USD/PHP,56.199253363889426
2025-12-12,USD/PHP,55.90124868336774
2025-12-13,USD/PHP,55.68868362026805
2025-12-14,USD/PHP,55.91437696780682
2025-12-15,USD/PHP,56.30015195812686
2025-12-16,USD/PHP,56.1700443484227
2025-12-17,USD/PHP,55.93026957311843
2025-12-18,USD/PHP,55.93014845913631
2025-12-19,USD/PHP,55.935672989756526
2025-12-20,USD/PHP,56.41534959671217
2025-12-21,USD/PHP,56.07638709044631
2025-12-22,USD/PHP,56.086008329438215
2025-12-23,USD/PHP,56.20605669080637
2025-12-24,USD/PHP,56.047757831805306
2025-12-25,USD/PHP,55.94819157083586
2025-12-26,USD/PHP,55.960730030183
2025-12-27,USD/PHP,55.985679748117185
2025-12-28,USD/PHP,55.99255555269803
2025-12-29,USD/PHP,56.14552590872739
2025-12-30,USD/PHP,56.01038917716146
2025-12-31,USD/PHP,56.14652801544312
